id,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
1783,divorced,sometimes,,1.0,school_bus,5 - 10,female,group D,high school,free/reduced,completed,56,64,71
1784,single,sometimes,yes,4.0,school_bus,5 - 10,male,group E,associate's degree,free/reduced,none,82,74,69
1785,divorced,sometimes,yes,,school_bus,< 5,male,group E,high school,standard,none,88,76,74
1786,married,sometimes,no,2.0,school_bus,< 5,female,group E,some high school,free/reduced,completed,62,75,70
1787,married,regularly,no,2.0,,5 - 10,female,group A,some high school,free/reduced,none,40,52,46
1788,,sometimes,yes,0.0,private,> 10,male,group C,high school,standard,none,80,83,76
1789,single,sometimes,yes,2.0,,5 - 10,male,group C,some college,standard,none,80,78,73
1790,single,regularly,yes,2.0,private,5 - 10,female,group D,some college,free/reduced,none,51,68,64
1791,single,regularly,yes,1.0,school_bus,< 5,male,group C,some high school,standard,completed,89,92,89
1792,married,regularly,yes,1.0,school_bus,5 - 10,male,group A,associate's degree,standard,completed,64,65,64
1793,married,sometimes,no,4.0,private,5 - 10,male,group B,some high school,standard,none,56,52,44
1794,divorced,sometimes,,3.0,private,> 10,female,group C,high school,standard,completed,72,81,78
1795,divorced,regularly,yes,0.0,private,< 5,male,group D,associate's degree,standard,completed,67,72,68
1796,divorced,sometimes,yes,2.0,private,5 - 10,female,group B,high school,standard,none,46,60,54
1797,married,regularly,no,3.0,school_bus,< 5,male,group B,bachelor's degree,free/reduced,none,48,47,55
1798,single,sometimes,yes,3.0,school_bus,5 - 10,female,group B,some college,free/reduced,none,51,69,66
1799,divorced,regularly,yes,3.0,school_bus,5 - 10,male,group E,some college,standard,none,79,67,69
1800,single,sometimes,yes,2.0,school_bus,5 - 10,male,group C,some high school,standard,none,56,50,49
1801,,regularly,yes,1.0,,5 - 10,male,group A,associate's degree,standard,none,67,60,64
1802,single,sometimes,,2.0,,5 - 10,female,group C,bachelor's degree,standard,none,70,70,70
1803,married,regularly,yes,2.0,private,5 - 10,male,group B,bachelor's degree,standard,completed,91,87,88
1804,single,sometimes,yes,4.0,private,5 - 10,male,group A,bachelor's degree,standard,none,61,66,62
1805,married,regularly,yes,2.0,private,5 - 10,female,group C,some college,standard,none,54,56,59
1806,divorced,regularly,yes,0.0,private,5 - 10,male,group D,some high school,free/reduced,completed,73,70,63
1807,divorced,sometimes,yes,3.0,private,5 - 10,female,group D,some high school,free/reduced,none,33,32,34
1808,married,sometimes,yes,5.0,,< 5,female,group D,some high school,standard,completed,58,55,58
1809,,regularly,yes,2.0,,5 - 10,male,group D,some high school,standard,none,88,89,85
1810,married,regularly,yes,,school_bus,> 10,male,group E,associate's degree,free/reduced,none,32,35,30
1811,single,sometimes,yes,2.0,school_bus,< 5,male,group B,high school,free/reduced,completed,61,81,78
1812,married,sometimes,yes,2.0,private,< 5,male,group B,associate's degree,standard,none,66,68,68
1813,married,sometimes,yes,1.0,school_bus,5 - 10,male,group B,high school,standard,completed,65,68,67
1814,single,sometimes,yes,3.0,school_bus,5 - 10,female,group B,high school,free/reduced,none,62,65,72
1815,married,regularly,yes,0.0,private,5 - 10,female,group E,some high school,free/reduced,completed,65,72,79
1816,divorced,sometimes,no,1.0,private,< 5,female,group B,some high school,standard,completed,57,77,77
1817,married,regularly,no,2.0,school_bus,5 - 10,female,group B,some college,free/reduced,none,45,53,52
1818,married,never,yes,3.0,school_bus,> 10,male,group C,bachelor's degree,free/reduced,none,48,46,47
1819,single,sometimes,no,3.0,school_bus,5 - 10,male,group E,some high school,free/reduced,none,62,50,46
1820,divorced,sometimes,yes,7.0,private,5 - 10,male,group C,some college,standard,completed,63,47,52
1821,married,regularly,no,1.0,private,5 - 10,female,group B,associate's degree,standard,completed,50,58,59
1822,married,sometimes,yes,3.0,private,5 - 10,male,group D,associate's degree,standard,none,51,53,53
1823,married,sometimes,yes,4.0,private,5 - 10,male,group D,bachelor's degree,standard,none,88,71,76
1824,married,,no,4.0,school_bus,5 - 10,female,group A,associate's degree,standard,completed,70,79,78
1825,married,sometimes,no,2.0,private,5 - 10,female,group A,bachelor's degree,standard,completed,83,85,90
1826,married,never,yes,1.0,school_bus,5 - 10,male,group C,bachelor's degree,standard,completed,81,72,76
1827,married,sometimes,no,3.0,,< 5,female,group B,some high school,standard,none,62,84,87
1828,married,sometimes,yes,1.0,private,> 10,male,group C,associate's degree,free/reduced,none,61,61,61
1829,married,regularly,yes,1.0,private,5 - 10,male,group C,master's degree,standard,none,76,77,66
1830,married,sometimes,yes,3.0,,> 10,male,group B,some high school,standard,completed,85,86,79
1831,married,sometimes,yes,4.0,school_bus,5 - 10,male,group D,some high school,standard,none,64,64,62
1832,single,regularly,no,3.0,private,5 - 10,male,group C,bachelor's degree,standard,none,90,76,78
1833,,regularly,yes,0.0,school_bus,< 5,female,group D,associate's degree,standard,none,86,92,91
1834,divorced,regularly,,1.0,school_bus,< 5,female,group D,some college,free/reduced,completed,66,71,77
1835,married,sometimes,yes,2.0,school_bus,5 - 10,male,group D,bachelor's degree,free/reduced,none,73,67,68
1836,single,regularly,yes,1.0,school_bus,> 10,male,group B,master's degree,standard,none,68,72,69
1837,married,never,yes,7.0,private,< 5,female,group B,some high school,standard,completed,33,44,46
1838,married,sometimes,yes,2.0,school_bus,5 - 10,female,group C,high school,standard,completed,48,66,61
1839,married,sometimes,yes,4.0,school_bus,5 - 10,male,group E,high school,free/reduced,completed,93,83,85
1840,divorced,sometimes,yes,3.0,private,> 10,female,group D,some college,standard,none,65,64,69
1841,married,,yes,2.0,school_bus,5 - 10,female,group A,bachelor's degree,standard,none,67,69,78
1842,married,sometimes,yes,2.0,private,5 - 10,male,group E,some high school,standard,completed,57,46,47
1843,married,never,no,2.0,,> 10,female,group A,some college,free/reduced,none,31,48,44
1844,single,sometimes,yes,,school_bus,< 5,female,group D,some college,free/reduced,none,63,70,69
1845,single,sometimes,yes,2.0,private,5 - 10,female,group C,some college,free/reduced,none,53,62,56
1846,married,sometimes,yes,0.0,school_bus,> 10,male,group D,some high school,standard,none,69,54,58
1847,married,regularly,yes,3.0,private,< 5,female,group D,some college,standard,completed,94,100,100
1848,single,never,yes,1.0,private,> 10,male,group D,some college,free/reduced,none,65,57,56
1849,married,never,no,2.0,school_bus,> 10,female,group C,some college,free/reduced,none,71,83,83
1850,married,regularly,yes,1.0,private,5 - 10,female,group D,some college,standard,none,73,81,82
1851,divorced,never,yes,2.0,,5 - 10,male,group B,some college,free/reduced,completed,52,54,55
1852,divorced,sometimes,no,2.0,private,< 5,male,group B,master's degree,standard,none,78,79,68
1853,married,sometimes,yes,1.0,school_bus,5 - 10,female,group C,some high school,standard,none,54,69,65
1854,married,never,no,3.0,school_bus,5 - 10,male,group A,some high school,standard,none,62,59,46
1855,married,sometimes,yes,,private,< 5,male,group B,some college,standard,none,79,83,75
1856,married,sometimes,yes,2.0,school_bus,5 - 10,male,group C,high school,free/reduced,none,57,50,49
1857,married,,yes,3.0,school_bus,,female,group C,associate's degree,standard,completed,68,70,74
1858,divorced,sometimes,yes,2.0,school_bus,< 5,male,group C,some high school,standard,none,76,80,74
1859,married,never,yes,3.0,private,< 5,female,group B,some high school,free/reduced,none,50,52,50
1860,married,sometimes,yes,5.0,school_bus,5 - 10,female,group B,associate's degree,standard,none,90,88,91
1861,married,never,yes,4.0,private,5 - 10,female,group E,some college,free/reduced,completed,53,61,62
1862,married,regularly,,2.0,school_bus,5 - 10,male,group B,some high school,standard,completed,63,56,63
1863,married,regularly,yes,,school_bus,5 - 10,male,group C,master's degree,standard,none,90,84,80
1864,married,regularly,yes,2.0,school_bus,5 - 10,male,group D,high school,standard,none,96,91,89
1865,married,sometimes,yes,3.0,school_bus,5 - 10,female,group C,high school,free/reduced,none,53,67,68
1866,widowed,sometimes,no,3.0,school_bus,5 - 10,male,group C,some college,standard,none,67,65,53
1867,married,never,yes,3.0,school_bus,> 10,male,group E,some college,standard,none,70,65,56
1868,married,sometimes,no,1.0,private,< 5,male,group D,some college,free/reduced,completed,81,79,76
1869,widowed,sometimes,no,2.0,school_bus,< 5,male,group C,some college,standard,none,57,56,51
1870,married,regularly,yes,2.0,private,5 - 10,female,group C,some college,standard,completed,100,97,100
1871,married,never,yes,2.0,,5 - 10,female,group D,some college,free/reduced,none,54,71,71
1872,married,sometimes,yes,3.0,,5 - 10,female,group C,high school,standard,none,71,73,68
1873,single,regularly,no,1.0,school_bus,5 - 10,male,group C,some high school,standard,completed,80,80,77
1874,divorced,sometimes,yes,5.0,private,5 - 10,male,group E,some college,free/reduced,none,48,52,48
1875,,sometimes,yes,2.0,school_bus,< 5,male,group E,associate's degree,standard,none,73,60,55
1876,married,regularly,yes,2.0,school_bus,5 - 10,male,group C,some high school,standard,none,56,47,40
1877,married,sometimes,yes,7.0,school_bus,5 - 10,female,group E,some college,standard,none,66,66,60
1878,married,regularly,yes,1.0,private,5 - 10,female,group D,some college,free/reduced,completed,46,68,67
1879,married,sometimes,yes,1.0,,< 5,female,group D,high school,free/reduced,none,38,58,54
1880,married,regularly,,1.0,private,< 5,male,group B,some high school,standard,none,78,64,60
1881,single,regularly,yes,1.0,private,> 10,male,group E,high school,standard,completed,94,86,84
1882,married,sometimes,yes,0.0,school_bus,5 - 10,female,group C,some college,free/reduced,none,34,49,46
1883,married,sometimes,yes,3.0,,< 5,female,group D,associate's degree,standard,none,62,75,74
1884,single,sometimes,no,5.0,private,< 5,female,group A,bachelor's degree,standard,completed,64,68,77
1885,single,sometimes,yes,0.0,school_bus,5 - 10,male,group C,associate's degree,free/reduced,none,44,47,43
1886,divorced,regularly,yes,3.0,school_bus,< 5,female,group D,some college,free/reduced,none,62,74,75
1887,single,regularly,yes,2.0,private,5 - 10,male,group C,high school,standard,none,80,71,76
1888,married,sometimes,yes,4.0,private,5 - 10,female,group D,master's degree,standard,completed,87,100,100
1889,,never,no,1.0,school_bus,5 - 10,male,group B,some high school,standard,none,63,55,60
1890,married,regularly,yes,5.0,private,,female,group D,high school,free/reduced,none,44,49,49
1891,married,never,no,1.0,school_bus,< 5,female,group D,master's degree,standard,none,88,96,100
1892,married,sometimes,yes,3.0,private,5 - 10,female,group C,some high school,standard,none,50,57,52
1893,divorced,sometimes,yes,2.0,private,> 10,female,group C,associate's degree,free/reduced,completed,67,78,84
1894,,regularly,no,3.0,private,> 10,female,group C,some college,standard,completed,70,84,90
1895,married,regularly,yes,2.0,private,5 - 10,female,group C,high school,standard,none,60,72,68
1896,married,regularly,no,3.0,private,5 - 10,male,group D,high school,standard,completed,66,64,68
1897,,regularly,yes,0.0,school_bus,5 - 10,female,group D,some college,free/reduced,none,52,55,54
1898,single,sometimes,yes,2.0,school_bus,< 5,male,group B,high school,standard,none,71,65,61
1899,single,regularly,yes,0.0,school_bus,< 5,male,group C,some high school,standard,none,86,87,78
1900,married,regularly,yes,2.0,school_bus,5 - 10,female,group D,associate's degree,free/reduced,none,29,42,40
1901,married,sometimes,yes,1.0,private,< 5,female,group D,some high school,standard,none,75,79,74
1902,married,regularly,yes,0.0,school_bus,< 5,female,group B,bachelor's degree,free/reduced,none,54,75,66
1903,single,sometimes,no,1.0,private,5 - 10,female,group D,associate's degree,standard,none,78,80,77
1904,married,regularly,yes,1.0,private,5 - 10,male,group B,some high school,standard,completed,60,61,56
1905,married,sometimes,yes,3.0,private,< 5,male,group C,some college,standard,completed,52,57,57
1906,married,sometimes,no,4.0,,< 5,male,group E,high school,standard,none,89,71,69
1907,divorced,sometimes,yes,1.0,private,< 5,male,group D,some high school,standard,none,90,79,76
1908,married,regularly,yes,0.0,,5 - 10,male,group C,associate's degree,free/reduced,none,73,60,61
1909,married,never,no,1.0,private,< 5,female,group C,master's degree,free/reduced,completed,40,50,53
1910,married,,no,4.0,school_bus,5 - 10,male,group D,some college,standard,none,98,84,85
1911,single,sometimes,yes,3.0,school_bus,5 - 10,female,group E,some high school,free/reduced,none,55,59,56
1912,married,never,yes,3.0,school_bus,< 5,female,group C,some high school,free/reduced,none,52,72,66
1913,single,sometimes,yes,,school_bus,5 - 10,female,group C,associate's degree,standard,completed,76,75,76
1914,married,sometimes,no,2.0,school_bus,< 5,female,group C,high school,standard,none,65,73,72
1915,married,,yes,1.0,school_bus,5 - 10,female,group E,associate's degree,free/reduced,completed,66,75,75
1916,divorced,regularly,yes,2.0,,> 10,male,group B,some high school,standard,completed,79,75,77
1917,married,sometimes,yes,1.0,private,5 - 10,female,group B,some college,standard,none,81,88,91
1918,married,regularly,yes,1.0,private,5 - 10,male,group D,some college,standard,none,85,89,85
1919,married,regularly,yes,2.0,private,5 - 10,female,group C,some high school,standard,completed,49,62,67
1920,married,regularly,yes,0.0,,5 - 10,male,group C,some college,standard,none,75,65,63
1921,married,regularly,no,1.0,school_bus,5 - 10,female,group C,some college,standard,none,62,64,67
1922,divorced,regularly,yes,2.0,school_bus,5 - 10,female,group E,some high school,standard,none,93,92,89
1923,single,regularly,yes,3.0,private,< 5,male,group B,some high school,free/reduced,none,45,46,45
1924,married,sometimes,yes,0.0,private,5 - 10,male,group C,high school,standard,completed,72,72,69
1925,married,sometimes,yes,3.0,school_bus,< 5,female,group A,bachelor's degree,standard,completed,81,80,84
1926,single,never,no,2.0,private,5 - 10,female,group E,high school,free/reduced,completed,70,74,81
1927,married,sometimes,no,,private,< 5,female,group C,some college,free/reduced,none,69,69,69
1928,divorced,sometimes,no,3.0,school_bus,> 10,male,group C,bachelor's degree,standard,none,58,58,58
1929,married,sometimes,yes,1.0,school_bus,< 5,female,group D,associate's degree,free/reduced,none,37,55,49
1930,married,never,no,4.0,private,< 5,male,group C,high school,standard,none,58,58,54
1931,married,regularly,yes,2.0,private,5 - 10,male,group C,associate's degree,standard,none,80,88,81
1932,single,never,no,1.0,private,5 - 10,female,group C,high school,standard,completed,70,79,80
1933,married,regularly,yes,5.0,private,5 - 10,male,group C,some college,free/reduced,none,64,60,56
1934,single,,yes,3.0,private,< 5,female,group D,master's degree,standard,completed,65,72,82
1935,married,sometimes,no,3.0,school_bus,5 - 10,female,group D,some college,free/reduced,none,63,68,63
1936,single,sometimes,yes,3.0,,5 - 10,male,group C,high school,standard,completed,86,75,71
1937,divorced,sometimes,yes,2.0,private,< 5,female,group C,associate's degree,standard,none,66,77,78
1938,single,sometimes,yes,1.0,private,5 - 10,female,group B,bachelor's degree,standard,none,72,72,73
1939,married,sometimes,yes,2.0,school_bus,5 - 10,female,group C,some college,free/reduced,none,43,50,53
1940,divorced,regularly,yes,4.0,private,5 - 10,male,group B,some high school,standard,none,52,51,44
1941,married,regularly,yes,4.0,school_bus,< 5,male,group D,associate's degree,standard,none,80,75,72
1942,divorced,sometimes,yes,2.0,private,5 - 10,male,group E,associate's degree,standard,none,89,72,70
1943,single,sometimes,yes,1.0,private,5 - 10,male,group E,associate's degree,free/reduced,completed,67,63,64
1944,married,never,yes,3.0,private,< 5,male,group C,bachelor's degree,standard,completed,89,75,83
1945,divorced,sometimes,no,1.0,school_bus,> 10,male,group C,some high school,standard,none,67,74,63
1946,married,sometimes,yes,3.0,school_bus,< 5,female,group B,high school,free/reduced,none,40,56,49
1947,married,sometimes,yes,1.0,school_bus,< 5,male,group D,some college,standard,none,76,78,72
1948,married,regularly,yes,1.0,private,> 10,male,group C,high school,standard,none,73,66,68
1949,married,regularly,yes,4.0,private,5 - 10,male,group C,some high school,standard,none,69,66,65
1950,married,sometimes,yes,2.0,private,< 5,male,group B,associate's degree,free/reduced,none,74,78,78
1951,married,sometimes,no,3.0,school_bus,5 - 10,female,group C,some college,standard,none,81,91,92
1952,widowed,sometimes,yes,2.0,private,< 5,female,group B,some high school,free/reduced,none,41,56,54
1953,single,sometimes,yes,,school_bus,< 5,male,group D,some college,standard,completed,97,92,97
1954,single,never,yes,1.0,,> 10,female,group D,associate's degree,standard,none,62,67,76
1955,married,never,yes,7.0,private,5 - 10,female,group B,high school,standard,completed,58,65,65
1956,married,sometimes,no,,private,5 - 10,male,group A,some college,standard,none,64,62,58
1957,married,regularly,,1.0,,5 - 10,female,group C,high school,free/reduced,none,62,63,59
1958,married,regularly,yes,4.0,private,5 - 10,male,group D,associate's degree,standard,none,91,81,77
1959,single,sometimes,,3.0,private,5 - 10,female,group A,some high school,free/reduced,none,53,68,62
1960,married,sometimes,yes,2.0,school_bus,5 - 10,female,group C,some college,standard,none,49,59,60
1961,divorced,regularly,no,2.0,school_bus,5 - 10,female,group C,high school,standard,none,48,60,49
1962,single,regularly,no,2.0,school_bus,5 - 10,male,group B,some high school,standard,completed,73,75,75
1963,married,regularly,yes,2.0,private,< 5,male,group B,some college,free/reduced,none,43,40,39
1964,married,regularly,yes,4.0,private,5 - 10,female,group E,some college,standard,none,60,53,59
1965,divorced,never,yes,0.0,private,> 10,male,group C,bachelor's degree,standard,none,68,70,63
1966,divorced,regularly,yes,1.0,school_bus,> 10,female,group E,some high school,standard,none,72,65,67
1967,single,never,no,6.0,private,5 - 10,female,group A,associate's degree,free/reduced,none,59,75,72
1968,married,sometimes,yes,2.0,private,5 - 10,male,group B,high school,free/reduced,none,46,40,41
1969,divorced,sometimes,yes,5.0,school_bus,5 - 10,male,group D,high school,standard,none,87,90,81
1970,married,sometimes,yes,0.0,private,5 - 10,male,group D,some college,standard,none,79,64,72
1971,married,sometimes,yes,2.0,private,< 5,female,group B,bachelor's degree,standard,completed,78,80,85
1972,married,never,yes,2.0,private,5 - 10,male,group D,bachelor's degree,free/reduced,completed,91,85,86
1973,married,regularly,yes,3.0,school_bus,5 - 10,female,group B,associate's degree,standard,completed,92,97,97
1974,single,never,yes,,school_bus,5 - 10,male,group D,associate's degree,standard,none,69,65,60
1975,divorced,sometimes,no,2.0,private,5 - 10,male,group D,high school,standard,completed,92,86,88
1976,married,sometimes,yes,2.0,,< 5,male,group D,some college,standard,completed,93,87,94
1977,married,sometimes,yes,1.0,private,,male,group C,some high school,standard,none,54,56,57
1978,married,sometimes,yes,0.0,school_bus,5 - 10,male,group C,master's degree,standard,completed,83,83,91
1979,single,regularly,yes,2.0,private,5 - 10,male,group A,some college,standard,none,75,69,69
1980,married,regularly,yes,3.0,school_bus,> 10,female,group C,high school,standard,none,84,90,86
1981,single,regularly,yes,3.0,private,< 5,female,group D,bachelor's degree,standard,none,74,72,81
1982,single,sometimes,yes,1.0,school_bus,> 10,female,group C,bachelor's degree,standard,completed,86,89,94
1983,single,sometimes,yes,0.0,private,5 - 10,male,group E,some high school,standard,none,51,38,35
1984,married,sometimes,no,4.0,school_bus,< 5,male,group C,high school,standard,none,72,66,59
1985,married,sometimes,yes,1.0,,> 10,male,group C,bachelor's degree,standard,none,68,66,58
1986,single,regularly,yes,0.0,private,> 10,male,group D,associate's degree,free/reduced,none,53,55,58
1987,single,regularly,no,3.0,,5 - 10,male,group E,high school,free/reduced,none,52,47,44
1988,married,regularly,yes,0.0,school_bus,5 - 10,male,group C,bachelor's degree,free/reduced,none,61,61,60
1989,married,sometimes,yes,1.0,private,5 - 10,male,group C,high school,standard,none,90,84,81
1990,divorced,sometimes,yes,2.0,private,5 - 10,female,group E,some college,standard,completed,96,100,100
1991,single,sometimes,yes,0.0,private,5 - 10,male,group A,high school,free/reduced,none,41,49,46
1992,married,regularly,yes,2.0,,5 - 10,female,group E,some college,free/reduced,none,63,66,61
1993,single,never,yes,4.0,school_bus,< 5,female,group D,some high school,standard,completed,45,63,62
1994,single,sometimes,yes,3.0,private,< 5,female,group C,some college,free/reduced,none,47,58,57
1995,,regularly,no,3.0,school_bus,5 - 10,female,group C,some college,standard,none,61,66,60
1996,divorced,sometimes,yes,1.0,private,5 - 10,female,group E,some high school,standard,completed,85,87,87
1997,,sometimes,yes,2.0,private,5 - 10,male,group D,associate's degree,standard,completed,78,81,79
1998,single,regularly,yes,4.0,school_bus,5 - 10,male,group D,associate's degree,standard,none,78,71,66
1999,married,sometimes,no,4.0,private,5 - 10,female,group E,associate's degree,free/reduced,none,75,78,68
2000,single,sometimes,no,4.0,,< 5,female,group D,some high school,standard,completed,91,99,100
2001,single,sometimes,no,1.0,school_bus,5 - 10,female,group E,associate's degree,standard,completed,95,96,100
2002,married,regularly,no,3.0,private,> 10,female,group D,associate's degree,standard,completed,43,60,66
2003,married,regularly,yes,2.0,private,5 - 10,female,group C,some college,standard,none,65,84,78
2004,married,sometimes,no,3.0,school_bus,< 5,male,group D,some high school,free/reduced,completed,83,87,82
2005,single,regularly,yes,1.0,school_bus,5 - 10,male,group E,associate's degree,free/reduced,none,73,70,61
2006,married,sometimes,yes,3.0,private,,male,group C,some high school,standard,none,38,34,29
2007,divorced,sometimes,yes,,private,< 5,male,group D,some college,standard,completed,75,66,64
2008,married,regularly,no,3.0,,< 5,male,group A,high school,standard,none,65,56,55
2009,divorced,sometimes,no,4.0,private,5 - 10,male,group B,some college,standard,completed,68,59,56
2010,divorced,regularly,yes,3.0,school_bus,5 - 10,female,group A,high school,standard,completed,51,60,61
2011,married,sometimes,yes,1.0,,> 10,female,group B,associate's degree,free/reduced,none,53,69,71
2012,single,sometimes,no,1.0,school_bus,< 5,male,group C,master's degree,standard,none,68,64,63
2013,single,never,no,4.0,school_bus,5 - 10,male,group E,bachelor's degree,standard,none,100,100,92
2014,married,regularly,yes,1.0,school_bus,< 5,female,group C,master's degree,free/reduced,none,45,56,60
2015,married,sometimes,yes,1.0,school_bus,> 10,female,group C,bachelor's degree,free/reduced,none,72,74,81
2016,married,never,yes,2.0,school_bus,5 - 10,male,group D,associate's degree,free/reduced,completed,50,53,52
2017,married,regularly,yes,0.0,,< 5,female,group D,associate's degree,standard,none,73,74,79
2018,married,never,no,4.0,private,< 5,female,group D,some college,standard,none,73,85,92
2019,married,sometimes,yes,3.0,,5 - 10,female,group D,associate's degree,standard,none,70,77,80
2020,divorced,never,yes,0.0,school_bus,5 - 10,male,group C,some high school,standard,none,77,69,68
2021,married,sometimes,yes,5.0,private,5 - 10,female,group B,associate's degree,free/reduced,none,38,54,52
2022,married,sometimes,yes,,school_bus,5 - 10,male,group C,high school,free/reduced,completed,84,79,83
2023,married,regularly,yes,1.0,school_bus,< 5,female,group B,some college,standard,completed,51,62,57
2024,single,sometimes,no,1.0,private,5 - 10,female,group C,some college,standard,none,55,69,64
2025,widowed,sometimes,yes,3.0,private,> 10,male,group B,some college,standard,none,39,54,44
2026,single,sometimes,yes,2.0,,> 10,male,group C,master's degree,standard,none,60,57,58
2027,married,regularly,yes,3.0,private,5 - 10,female,group C,some high school,standard,none,72,73,77
2028,married,sometimes,yes,5.0,school_bus,< 5,female,group D,bachelor's degree,standard,none,77,86,84
2029,married,,yes,1.0,,5 - 10,female,group C,bachelor's degree,standard,none,73,81,79
2030,divorced,sometimes,yes,1.0,school_bus,< 5,male,group C,associate's degree,standard,none,86,80,72
2031,single,regularly,yes,3.0,private,5 - 10,male,group C,high school,standard,none,71,72,65
2032,single,sometimes,yes,1.0,private,< 5,female,group E,bachelor's degree,standard,none,70,78,76
2033,single,never,yes,0.0,school_bus,5 - 10,male,group D,some high school,free/reduced,none,65,65,62
2034,single,regularly,yes,3.0,private,< 5,male,group A,some college,free/reduced,completed,79,66,70
2035,married,regularly,no,2.0,school_bus,5 - 10,male,group C,associate's degree,free/reduced,none,49,46,44
2036,married,regularly,yes,3.0,school_bus,< 5,female,group D,bachelor's degree,free/reduced,none,42,66,67
2037,divorced,sometimes,no,,school_bus,5 - 10,male,group C,associate's degree,free/reduced,completed,78,84,79
2038,married,regularly,yes,0.0,private,5 - 10,male,group A,associate's degree,standard,none,73,62,60
2039,married,never,yes,0.0,private,< 5,female,group C,associate's degree,free/reduced,none,64,80,76
2040,married,regularly,yes,3.0,private,> 10,male,group C,high school,standard,completed,81,75,76
2041,married,sometimes,yes,1.0,,5 - 10,male,group B,master's degree,free/reduced,none,76,73,72
2042,married,never,yes,2.0,school_bus,> 10,male,group C,some high school,standard,none,55,55,49
2043,single,sometimes,yes,3.0,school_bus,< 5,female,group B,some high school,free/reduced,completed,73,89,89
2044,married,sometimes,yes,3.0,,5 - 10,male,group A,some college,free/reduced,completed,45,42,41
2045,divorced,sometimes,yes,,private,> 10,male,group A,associate's degree,standard,none,73,75,70
2046,married,sometimes,yes,3.0,school_bus,5 - 10,male,group C,some high school,standard,none,84,76,73
2047,widowed,never,no,1.0,,< 5,male,group D,some college,free/reduced,none,60,62,58
2048,single,sometimes,no,3.0,,5 - 10,male,group E,bachelor's degree,free/reduced,none,62,53,54
2049,single,sometimes,yes,0.0,school_bus,5 - 10,female,group D,bachelor's degree,standard,completed,71,74,78
2050,single,sometimes,no,3.0,private,5 - 10,female,group B,high school,standard,completed,65,66,67
2051,married,sometimes,yes,1.0,private,5 - 10,male,group E,high school,free/reduced,none,81,69,62
2052,married,never,yes,3.0,private,5 - 10,male,group B,associate's degree,standard,none,63,51,52
2053,married,sometimes,yes,0.0,private,5 - 10,male,group B,associate's degree,free/reduced,completed,67,69,68
2054,,regularly,yes,2.0,school_bus,5 - 10,male,group B,some college,free/reduced,none,75,68,67
2055,divorced,sometimes,yes,2.0,private,< 5,female,group A,some high school,standard,completed,62,63,68
2056,married,sometimes,yes,3.0,school_bus,5 - 10,female,group B,associate's degree,standard,completed,54,66,69
2057,married,regularly,yes,4.0,school_bus,5 - 10,female,group D,some high school,free/reduced,none,51,51,50
2058,married,sometimes,yes,3.0,school_bus,5 - 10,female,group D,bachelor's degree,standard,completed,81,91,96
2059,single,never,no,4.0,private,5 - 10,male,group B,bachelor's degree,standard,completed,92,87,86
2060,married,never,no,4.0,,> 10,female,group D,some college,free/reduced,none,43,58,56
2061,single,regularly,no,4.0,,5 - 10,female,group C,high school,standard,none,56,66,58
2062,single,sometimes,yes,2.0,private,,male,group D,bachelor's degree,standard,completed,66,73,75
2063,married,sometimes,,0.0,school_bus,< 5,male,group C,associate's degree,standard,none,59,58,57
2064,single,sometimes,yes,1.0,school_bus,> 10,male,group B,associate's degree,free/reduced,completed,67,62,64
2065,single,sometimes,yes,1.0,school_bus,> 10,male,group B,some high school,standard,completed,51,52,54
2066,married,regularly,no,3.0,school_bus,5 - 10,female,group D,bachelor's degree,standard,none,44,57,62
2067,single,never,yes,1.0,school_bus,5 - 10,female,group B,master's degree,free/reduced,completed,71,79,82
2068,single,sometimes,yes,3.0,private,5 - 10,male,group D,some college,standard,completed,82,76,79
2069,single,sometimes,yes,2.0,school_bus,< 5,male,group C,some college,free/reduced,completed,66,64,63
2070,married,sometimes,yes,2.0,private,5 - 10,male,group C,associate's degree,standard,none,58,53,57
2071,single,sometimes,yes,5.0,private,5 - 10,male,group C,high school,free/reduced,none,69,69,62
2072,married,never,no,2.0,school_bus,> 10,female,group C,associate's degree,standard,none,70,82,87
2073,,sometimes,yes,3.0,,5 - 10,male,group C,associate's degree,standard,none,84,70,64
2074,married,never,,3.0,,,female,group B,associate's degree,free/reduced,completed,37,50,50
2075,married,regularly,yes,1.0,,5 - 10,female,group E,bachelor's degree,standard,none,42,57,62
2076,married,sometimes,no,2.0,private,5 - 10,male,group C,associate's degree,free/reduced,none,31,43,39
2077,single,regularly,,1.0,school_bus,> 10,female,group D,high school,standard,completed,82,90,89
2078,married,regularly,,3.0,school_bus,> 10,female,group B,some college,standard,none,51,68,62
2079,divorced,sometimes,yes,7.0,private,5 - 10,female,group D,high school,standard,none,56,76,69
2080,single,sometimes,,3.0,school_bus,5 - 10,female,group B,high school,standard,none,60,72,68
2081,married,sometimes,yes,2.0,private,< 5,male,group D,bachelor's degree,standard,completed,87,88,93
2082,single,regularly,yes,1.0,school_bus,5 - 10,male,group B,some high school,standard,completed,45,57,45
2083,married,regularly,yes,,private,< 5,male,group C,associate's degree,standard,completed,99,98,97
