id,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
5929,,,,,,,,,,,,16,29,22
5930,,,,,,,,,,,,58,74,76
5931,,,,,,,,,,,,90,76,80
5932,,,,,,,,,,,,60,69,73
5933,,,,,,,,,,,,77,90,86
5934,,,,,,,,,,,,74,73,73
5935,,,,,,,,,,,,72,68,60
5936,,,,,,,,,,,,64,68,70
5937,,,,,,,,,,,,67,81,81
5938,,,,,,,,,,,,74,88,86
5939,,,,,,,,,,,,67,51,57
5940,,,,,,,,,,,,55,64,62
5941,,,,,,,,,,,,49,58,52
5942,,,,,,,,,,,,45,56,50
5943,,,,,,,,,,,,70,80,80
5944,,,,,,,,,,,,49,45,45
5945,,,,,,,,,,,,50,47,34
5946,,,,,,,,,,,,76,70,68
5947,,,,,,,,,,,,39,56,55
5948,,,,,,,,,,,,82,75,76
5949,,,,,,,,,,,,75,64,61
5950,,,,,,,,,,,,72,80,78
5951,,,,,,,,,,,,79,82,83
5952,,,,,,,,,,,,100,91,91
5953,,,,,,,,,,,,60,59,64
5954,,,,,,,,,,,,47,55,56
5955,,,,,,,,,,,,84,83,79
5956,,,,,,,,,,,,94,91,93
5957,,,,,,,,,,,,71,77,75
5958,,,,,,,,,,,,71,66,65
5959,,,,,,,,,,,,55,47,48
5960,,,,,,,,,,,,58,76,66
5961,,,,,,,,,,,,44,56,60
5962,,,,,,,,,,,,53,56,54
5963,,,,,,,,,,,,72,75,67
5964,,,,,,,,,,,,63,88,81
5965,,,,,,,,,,,,52,59,59
5966,,,,,,,,,,,,65,82,80
5967,,,,,,,,,,,,64,68,62
5968,,,,,,,,,,,,63,74,72
5969,,,,,,,,,,,,62,60,60
5970,,,,,,,,,,,,57,53,58
5971,,,,,,,,,,,,56,66,71
5972,,,,,,,,,,,,77,90,86
5973,,,,,,,,,,,,86,79,73
5974,,,,,,,,,,,,89,90,87
5975,,,,,,,,,,,,44,48,54
5976,,,,,,,,,,,,70,74,78
5977,,,,,,,,,,,,32,45,49
5978,,,,,,,,,,,,83,79,71
5979,,,,,,,,,,,,54,71,65
5980,,,,,,,,,,,,44,50,49
5981,,,,,,,,,,,,64,62,60
5982,,,,,,,,,,,,48,76,67
5983,,,,,,,,,,,,99,84,88
5984,,,,,,,,,,,,75,76,78
5985,,,,,,,,,,,,47,54,46
5986,,,,,,,,,,,,58,60,58
5987,,,,,,,,,,,,63,79,77
5988,,,,,,,,,,,,69,69,76
5989,,,,,,,,,,,,47,65,62
5990,,,,,,,,,,,,98,84,86
5991,,,,,,,,,,,,90,86,88
5992,,,,,,,,,,,,60,66,66
5993,,,,,,,,,,,,70,68,60
5994,,,,,,,,,,,,69,61,67
5995,,,,,,,,,,,,30,25,26
5996,,,,,,,,,,,,59,56,52
5997,,,,,,,,,,,,59,77,77
5998,,,,,,,,,,,,63,65,64
5999,,,,,,,,,,,,66,75,72
6000,,,,,,,,,,,,96,89,82
6001,,,,,,,,,,,,38,55,56
6002,,,,,,,,,,,,61,57,53
6003,,,,,,,,,,,,45,61,55
6004,,,,,,,,,,,,55,62,56
6005,,,,,,,,,,,,58,58,57
6006,,,,,,,,,,,,57,57,59
6007,,,,,,,,,,,,69,80,75
6008,,,,,,,,,,,,62,73,71
6009,,,,,,,,,,,,70,84,89
6010,,,,,,,,,,,,58,54,47
6011,,,,,,,,,,,,82,88,86
6012,,,,,,,,,,,,60,59,56
6013,,,,,,,,,,,,74,75,72
6014,,,,,,,,,,,,77,80,66
6015,,,,,,,,,,,,75,85,81
6016,,,,,,,,,,,,82,76,75
6017,,,,,,,,,,,,85,92,95
6018,,,,,,,,,,,,42,58,64
6019,,,,,,,,,,,,95,84,79
6020,,,,,,,,,,,,71,56,56
6021,,,,,,,,,,,,53,72,70
6022,,,,,,,,,,,,65,79,82
6023,,,,,,,,,,,,95,79,83
6024,,,,,,,,,,,,56,70,66
6025,,,,,,,,,,,,52,48,41
6026,,,,,,,,,,,,79,64,64
6027,,,,,,,,,,,,69,67,63
6028,,,,,,,,,,,,57,63,67
6029,,,,,,,,,,,,78,83,75
6030,,,,,,,,,,,,47,54,48
6031,,,,,,,,,,,,49,63,64
6032,,,,,,,,,,,,82,68,78
6033,,,,,,,,,,,,66,80,80
6034,,,,,,,,,,,,90,83,75
6035,,,,,,,,,,,,83,72,67
6036,,,,,,,,,,,,74,65,58
6037,,,,,,,,,,,,52,65,74
6038,,,,,,,,,,,,64,56,68
6039,,,,,,,,,,,,75,73,71
6040,,,,,,,,,,,,85,88,86
6041,,,,,,,,,,,,59,53,53
6042,,,,,,,,,,,,72,70,72
6043,,,,,,,,,,,,59,65,60
6044,,,,,,,,,,,,71,90,88
6045,,,,,,,,,,,,46,43,37
6046,,,,,,,,,,,,69,68,71
6047,,,,,,,,,,,,85,87,92
6048,,,,,,,,,,,,62,78,77
6049,,,,,,,,,,,,68,78,73
6050,,,,,,,,,,,,63,58,55
6051,,,,,,,,,,,,83,100,97
6052,,,,,,,,,,,,88,89,96
6053,,,,,,,,,,,,36,50,54
6054,,,,,,,,,,,,73,87,88
6055,,,,,,,,,,,,50,63,61
6056,,,,,,,,,,,,65,66,60
6057,,,,,,,,,,,,50,52,49
6058,,,,,,,,,,,,57,67,68
6059,,,,,,,,,,,,84,68,67
6060,,,,,,,,,,,,65,62,66
6061,,,,,,,,,,,,64,63,60
6062,,,,,,,,,,,,50,46,39
6063,,,,,,,,,,,,87,80,76
6064,,,,,,,,,,,,58,80,77
6065,,,,,,,,,,,,33,52,48
6066,,,,,,,,,,,,80,91,91
6067,,,,,,,,,,,,65,72,66
6068,,,,,,,,,,,,72,73,72
6069,,,,,,,,,,,,54,49,41
6070,,,,,,,,,,,,68,60,67
6071,,,,,,,,,,,,61,59,63
6072,,,,,,,,,,,,26,39,34
6073,,,,,,,,,,,,71,80,81
6074,,,,,,,,,,,,91,95,100
6075,,,,,,,,,,,,76,83,84
6076,,,,,,,,,,,,71,67,70
6077,,,,,,,,,,,,85,69,73
6078,,,,,,,,,,,,63,73,81
6079,,,,,,,,,,,,47,60,66
6080,,,,,,,,,,,,77,63,59
6081,,,,,,,,,,,,88,82,79
6082,,,,,,,,,,,,69,65,62
6083,,,,,,,,,,,,94,98,100
6084,,,,,,,,,,,,74,73,64
6085,,,,,,,,,,,,68,67,66
6086,,,,,,,,,,,,73,65,71
6087,,,,,,,,,,,,69,70,73
6088,,,,,,,,,,,,69,95,97
6089,,,,,,,,,,,,98,89,83
6090,,,,,,,,,,,,41,47,42
6091,,,,,,,,,,,,87,99,89
6092,,,,,,,,,,,,63,70,73
6093,,,,,,,,,,,,48,57,62
6094,,,,,,,,,,,,71,80,75
6095,,,,,,,,,,,,47,54,51
6096,,,,,,,,,,,,81,72,64
6097,,,,,,,,,,,,73,81,81
6098,,,,,,,,,,,,49,71,63
6099,,,,,,,,,,,,51,65,58
6100,,,,,,,,,,,,69,76,75
6101,,,,,,,,,,,,63,62,55
6102,,,,,,,,,,,,91,76,75
6103,,,,,,,,,,,,72,64,67
6104,,,,,,,,,,,,71,68,63
6105,,,,,,,,,,,,75,77,73
6106,,,,,,,,,,,,80,73,70
6107,,,,,,,,,,,,28,37,39
6108,,,,,,,,,,,,62,61,56
6109,,,,,,,,,,,,67,76,76
6110,,,,,,,,,,,,89,78,74
6111,,,,,,,,,,,,81,93,93
6112,,,,,,,,,,,,57,54,52
6113,,,,,,,,,,,,73,74,73
6114,,,,,,,,,,,,67,90,89
6115,,,,,,,,,,,,62,62,57
6116,,,,,,,,,,,,53,68,59
6117,,,,,,,,,,,,55,73,69
6118,,,,,,,,,,,,36,53,50
6119,,,,,,,,,,,,61,61,65
6120,,,,,,,,,,,,63,67,52
6121,,,,,,,,,,,,61,57,55
6122,,,,,,,,,,,,94,87,82
6123,,,,,,,,,,,,94,100,99
6124,,,,,,,,,,,,58,65,73
6125,,,,,,,,,,,,63,57,59
6126,,,,,,,,,,,,47,59,60
6127,,,,,,,,,,,,91,84,85
6128,,,,,,,,,,,,59,67,60
6129,,,,,,,,,,,,58,70,68
6130,,,,,,,,,,,,92,97,96
6131,,,,,,,,,,,,43,39,40
6132,,,,,,,,,,,,61,74,74
6133,,,,,,,,,,,,70,77,78
6134,,,,,,,,,,,,77,64,65
6135,,,,,,,,,,,,63,89,84
6136,,,,,,,,,,,,37,43,42
6137,,,,,,,,,,,,41,53,52
6138,,,,,,,,,,,,55,61,56
6139,,,,,,,,,,,,82,69,68
6140,,,,,,,,,,,,67,79,62
6141,,,,,,,,,,,,66,70,76
6142,,,,,,,,,,,,43,58,64
6143,,,,,,,,,,,,74,88,82
6144,,,,,,,,,,,,74,84,81
6145,,,,,,,,,,,,75,76,76
6146,,,,,,,,,,,,82,75,69
6147,,,,,,,,,,,,63,71,70
6148,,,,,,,,,,,,57,61,56
6149,,,,,,,,,,,,29,36,30
6150,,,,,,,,,,,,79,73,68
6151,,,,,,,,,,,,70,63,56
6152,,,,,,,,,,,,50,54,53
6153,,,,,,,,,,,,79,78,77
6154,,,,,,,,,,,,67,61,54
6155,,,,,,,,,,,,83,91,87
6156,,,,,,,,,,,,68,86,88
6157,,,,,,,,,,,,53,64,58
6158,,,,,,,,,,,,74,80,69
6159,,,,,,,,,,,,96,94,92
6160,,,,,,,,,,,,31,35,38
6161,,,,,,,,,,,,52,61,57
6162,,,,,,,,,,,,80,54,59
6163,,,,,,,,,,,,62,62,57
6164,,,,,,,,,,,,49,58,54
6165,,,,,,,,,,,,71,68,79
6166,,,,,,,,,,,,49,71,67
6167,,,,,,,,,,,,86,89,83
6168,,,,,,,,,,,,65,67,70
6169,,,,,,,,,,,,67,64,60
6170,,,,,,,,,,,,93,91,89
6171,,,,,,,,,,,,57,63,57
6172,,,,,,,,,,,,83,80,86
6173,,,,,,,,,,,,77,82,76
6174,,,,,,,,,,,,57,58,51
6175,,,,,,,,,,,,47,47,53
6176,,,,,,,,,,,,78,71,72
6177,,,,,,,,,,,,53,62,70
6178,,,,,,,,,,,,59,69,66
6179,,,,,,,,,,,,81,86,82
6180,,,,,,,,,,,,69,85,79
6181,,,,,,,,,,,,60,64,63
6182,,,,,,,,,,,,85,80,80
6183,,,,,,,,,,,,49,61,62
6184,,,,,,,,,,,,81,76,81
6185,,,,,,,,,,,,74,89,80
6186,,,,,,,,,,,,72,74,76
6187,,,,,,,,,,,,52,53,48
6188,,,,,,,,,,,,86,73,81
6189,,,,,,,,,,,,77,63,63
6190,,,,,,,,,,,,77,73,65
6191,,,,,,,,,,,,54,71,77
6192,,,,,,,,,,,,77,94,85
6193,,,,,,,,,,,,78,82,91
6194,,,,,,,,,,,,69,57,57
6195,,,,,,,,,,,,75,73,67
6196,,,,,,,,,,,,77,94,92
6197,,,,,,,,,,,,77,74,79
6198,,,,,,,,,,,,81,70,71
6199,,,,,,,,,,,,27,39,34
6200,,,,,,,,,,,,74,82,81
6201,,,,,,,,,,,,52,48,46
6202,,,,,,,,,,,,84,87,90
6203,,,,,,,,,,,,91,74,76
6204,,,,,,,,,,,,64,74,59
6205,,,,,,,,,,,,69,74,67
6206,,,,,,,,,,,,52,55,50
6207,,,,,,,,,,,,55,67,74
6208,,,,,,,,,,,,50,62,63
6209,,,,,,,,,,,,67,57,57
6210,,,,,,,,,,,,89,78,73
6211,,,,,,,,,,,,74,83,84
6212,,,,,,,,,,,,65,76,72
6213,,,,,,,,,,,,31,42,47
6214,,,,,,,,,,,,70,72,79
6215,,,,,,,,,,,,47,40,39
6216,,,,,,,,,,,,81,92,90
6217,,,,,,,,,,,,54,53,60
6218,,,,,,,,,,,,62,59,53
6219,,,,,,,,,,,,62,49,44
6220,,,,,,,,,,,,53,73,63
6221,,,,,,,,,,,,70,81,79
6222,,,,,,,,,,,,78,80,73
6223,,,,,,,,,,,,75,71,66
6224,,,,,,,,,,,,71,59,64
6225,,,,,,,,,,,,80,77,77
6226,,,,,,,,,,,,81,78,86
6227,,,,,,,,,,,,63,72,70
6228,,,,,,,,,,,,100,100,100
6229,,,,,,,,,,,,70,64,57
6230,,,,,,,,,,,,56,63,66
6231,,,,,,,,,,,,93,88,87
6232,,,,,,,,,,,,71,68,61
6233,,,,,,,,,,,,73,81,78
6234,,,,,,,,,,,,61,87,79
6235,,,,,,,,,,,,56,60,59
6236,,,,,,,,,,,,65,67,59
6237,,,,,,,,,,,,69,59,58
6238,,,,,,,,,,,,77,86,88
6239,,,,,,,,,,,,63,63,57
6240,,,,,,,,,,,,59,47,47
6241,,,,,,,,,,,,62,68,68
6242,,,,,,,,,,,,52,65,63
6243,,,,,,,,,,,,51,68,63
6244,,,,,,,,,,,,54,69,71
6245,,,,,,,,,,,,59,47,55
6246,,,,,,,,,,,,72,77,82
6247,,,,,,,,,,,,60,74,72
6248,,,,,,,,,,,,58,50,42
6249,,,,,,,,,,,,48,46,45
6250,,,,,,,,,,,,52,64,63
6251,,,,,,,,,,,,33,39,36
6252,,,,,,,,,,,,85,100,99
6253,,,,,,,,,,,,65,74,75
6254,,,,,,,,,,,,74,87,82
6255,,,,,,,,,,,,57,64,59
6256,,,,,,,,,,,,57,59,66
6257,,,,,,,,,,,,62,78,77
6258,,,,,,,,,,,,59,58,62
6259,,,,,,,,,,,,74,72,79
6260,,,,,,,,,,,,79,93,91
6261,,,,,,,,,,,,38,47,53
6262,,,,,,,,,,,,60,72,73
6263,,,,,,,,,,,,51,55,49
6264,,,,,,,,,,,,76,79,86
6265,,,,,,,,,,,,47,55,59
6266,,,,,,,,,,,,61,55,50
6267,,,,,,,,,,,,70,81,82
6268,,,,,,,,,,,,42,50,56
6269,,,,,,,,,,,,70,73,75
6270,,,,,,,,,,,,49,55,53
6271,,,,,,,,,,,,41,58,47
6272,,,,,,,,,,,,88,75,82
6273,,,,,,,,,,,,50,45,45
6274,,,,,,,,,,,,66,65,60
6275,,,,,,,,,,,,76,78,86
6276,,,,,,,,,,,,68,59,60
6277,,,,,,,,,,,,99,86,86
6278,,,,,,,,,,,,65,72,70
6279,,,,,,,,,,,,54,72,60
6280,,,,,,,,,,,,64,79,83
6281,,,,,,,,,,,,55,53,45
6282,,,,,,,,,,,,69,73,72
6283,,,,,,,,,,,,58,50,52
6284,,,,,,,,,,,,70,57,56
6285,,,,,,,,,,,,78,80,73
6286,,,,,,,,,,,,75,68,69
6287,,,,,,,,,,,,66,65,65
6288,,,,,,,,,,,,56,74,78
6289,,,,,,,,,,,,63,74,75
6290,,,,,,,,,,,,69,55,53
6291,,,,,,,,,,,,77,66,63
6292,,,,,,,,,,,,68,55,59
6293,,,,,,,,,,,,57,59,56
6294,,,,,,,,,,,,69,76,73
6295,,,,,,,,,,,,66,53,50
6296,,,,,,,,,,,,50,70,60
6297,,,,,,,,,,,,58,60,58
6298,,,,,,,,,,,,83,77,75
6299,,,,,,,,,,,,85,97,100
6300,,,,,,,,,,,,78,77,69
6301,,,,,,,,,,,,62,68,68
6302,,,,,,,,,,,,44,52,49
6303,,,,,,,,,,,,96,94,96
6304,,,,,,,,,,,,66,82,85
6305,,,,,,,,,,,,87,73,73
6306,,,,,,,,,,,,72,88,88
6307,,,,,,,,,,,,64,54,53
6308,,,,,,,,,,,,80,74,77
6309,,,,,,,,,,,,63,73,64
6310,,,,,,,,,,,,68,65,68
6311,,,,,,,,,,,,67,82,81
6312,,,,,,,,,,,,94,73,82
6313,,,,,,,,,,,,56,58,58
6314,,,,,,,,,,,,50,52,43
6315,,,,,,,,,,,,69,66,62
6316,,,,,,,,,,,,79,94,95
6317,,,,,,,,,,,,78,84,85
6318,,,,,,,,,,,,58,55,56
6319,,,,,,,,,,,,57,66,75
6320,,,,,,,,,,,,67,67,69
6321,,,,,,,,,,,,58,64,58
6322,,,,,,,,,,,,75,66,63
6323,,,,,,,,,,,,75,82,88
6324,,,,,,,,,,,,64,54,46
6325,,,,,,,,,,,,100,100,99
6326,,,,,,,,,,,,85,91,94
6327,,,,,,,,,,,,69,75,75
6328,,,,,,,,,,,,63,59,61
6329,,,,,,,,,,,,55,69,74
6330,,,,,,,,,,,,83,93,93
6331,,,,,,,,,,,,95,82,78
6332,,,,,,,,,,,,90,100,100
6333,,,,,,,,,,,,51,60,64
6334,,,,,,,,,,,,51,53,46
6335,,,,,,,,,,,,49,51,50
6336,,,,,,,,,,,,60,73,64
6337,,,,,,,,,,,,69,71,73
6338,,,,,,,,,,,,86,82,77
6339,,,,,,,,,,,,85,76,76
6340,,,,,,,,,,,,62,60,64
6341,,,,,,,,,,,,87,91,94
6342,,,,,,,,,,,,62,57,52
6343,,,,,,,,,,,,48,64,72
6344,,,,,,,,,,,,69,92,94
6345,,,,,,,,,,,,84,71,72
6346,,,,,,,,,,,,59,67,71
6347,,,,,,,,,,,,73,64,59
6348,,,,,,,,,,,,92,89,77
6349,,,,,,,,,,,,39,42,43
6350,,,,,,,,,,,,67,61,65
6351,,,,,,,,,,,,49,68,67
6352,,,,,,,,,,,,48,55,53
6353,,,,,,,,,,,,52,62,61
6354,,,,,,,,,,,,61,62,61
6355,,,,,,,,,,,,63,79,85
6356,,,,,,,,,,,,54,43,40
6357,,,,,,,,,,,,81,89,87
6358,,,,,,,,,,,,72,72,68
6359,,,,,,,,,,,,58,58,66
6360,,,,,,,,,,,,72,75,72
6361,,,,,,,,,,,,63,69,67
6362,,,,,,,,,,,,54,49,49
6363,,,,,,,,,,,,70,89,94
6364,,,,,,,,,,,,88,97,95
6365,,,,,,,,,,,,67,85,80
6366,,,,,,,,,,,,76,86,78
6367,,,,,,,,,,,,93,81,83
6368,,,,,,,,,,,,54,55,63
6369,,,,,,,,,,,,91,74,75
6370,,,,,,,,,,,,84,81,88
6371,,,,,,,,,,,,50,52,49
6372,,,,,,,,,,,,79,87,75
6373,,,,,,,,,,,,78,94,89
6374,,,,,,,,,,,,46,48,48
6375,,,,,,,,,,,,55,51,50
6376,,,,,,,,,,,,58,70,72
6377,,,,,,,,,,,,83,91,82
6378,,,,,,,,,,,,66,64,67
6379,,,,,,,,,,,,82,86,84
6380,,,,,,,,,,,,68,71,73
6381,,,,,,,,,,,,69,72,66
6382,,,,,,,,,,,,82,82,79
6383,,,,,,,,,,,,71,66,66
6384,,,,,,,,,,,,54,34,38
6385,,,,,,,,,,,,40,39,39
6386,,,,,,,,,,,,54,43,47
6387,,,,,,,,,,,,69,74,68
6388,,,,,,,,,,,,38,36,33
6389,,,,,,,,,,,,54,54,54
6390,,,,,,,,,,,,57,58,52
6391,,,,,,,,,,,,42,41,42
6392,,,,,,,,,,,,61,56,55
6393,,,,,,,,,,,,58,66,55
6394,,,,,,,,,,,,42,60,56
6395,,,,,,,,,,,,39,43,36
6396,,,,,,,,,,,,78,76,70
6397,,,,,,,,,,,,49,56,56
6398,,,,,,,,,,,,69,79,76
6399,,,,,,,,,,,,62,76,65
6400,,,,,,,,,,,,63,55,54
6401,,,,,,,,,,,,57,45,39
6402,,,,,,,,,,,,52,40,44
6403,,,,,,,,,,,,100,98,100
6404,,,,,,,,,,,,97,79,77
6405,,,,,,,,,,,,49,54,53
6406,,,,,,,,,,,,73,86,91
6407,,,,,,,,,,,,60,64,61
6408,,,,,,,,,,,,67,63,64
6409,,,,,,,,,,,,68,82,81
6410,,,,,,,,,,,,64,59,61
6411,,,,,,,,,,,,89,78,81
6412,,,,,,,,,,,,58,64,67
6413,,,,,,,,,,,,76,66,68
6414,,,,,,,,,,,,43,54,53
6415,,,,,,,,,,,,84,72,71
6416,,,,,,,,,,,,65,58,59
6417,,,,,,,,,,,,76,76,67
6418,,,,,,,,,,,,68,52,53
6419,,,,,,,,,,,,72,68,68
6420,,,,,,,,,,,,69,73,65
6421,,,,,,,,,,,,67,72,71
6422,,,,,,,,,,,,80,85,74
6423,,,,,,,,,,,,38,56,53
6424,,,,,,,,,,,,58,61,62
6425,,,,,,,,,,,,75,76,82
6426,,,,,,,,,,,,61,63,65
6427,,,,,,,,,,,,37,41,48
6428,,,,,,,,,,,,72,85,89
6429,,,,,,,,,,,,80,96,93
6430,,,,,,,,,,,,35,49,52
6431,,,,,,,,,,,,58,44,51
6432,,,,,,,,,,,,79,66,64
6433,,,,,,,,,,,,55,56,48
6434,,,,,,,,,,,,52,49,50
6435,,,,,,,,,,,,82,85,83
6436,,,,,,,,,,,,72,71,65
6437,,,,,,,,,,,,95,99,99
6438,,,,,,,,,,,,60,66,56
6439,,,,,,,,,,,,70,83,73
6440,,,,,,,,,,,,87,98,96
6441,,,,,,,,,,,,83,88,87
6442,,,,,,,,,,,,73,73,73
6443,,,,,,,,,,,,58,58,50
6444,,,,,,,,,,,,84,87,93
6445,,,,,,,,,,,,55,62,56
6446,,,,,,,,,,,,49,66,65
6447,,,,,,,,,,,,75,70,69
6448,,,,,,,,,,,,79,75,68
6449,,,,,,,,,,,,82,94,93
6450,,,,,,,,,,,,83,85,79
6451,,,,,,,,,,,,73,80,92
6452,,,,,,,,,,,,46,49,48
6453,,,,,,,,,,,,39,43,42
6454,,,,,,,,,,,,47,76,71
6455,,,,,,,,,,,,59,66,65
6456,,,,,,,,,,,,79,73,76
6457,,,,,,,,,,,,94,97,100
6458,,,,,,,,,,,,77,71,68
6459,,,,,,,,,,,,80,62,69
6460,,,,,,,,,,,,78,82,81
6461,,,,,,,,,,,,69,92,84
6462,,,,,,,,,,,,71,70,69
6463,,,,,,,,,,,,61,63,66
6464,,,,,,,,,,,,80,80,82
6465,,,,,,,,,,,,95,89,90
6466,,,,,,,,,,,,64,71,70
6467,,,,,,,,,,,,58,52,53
6468,,,,,,,,,,,,84,89,91
6469,,,,,,,,,,,,52,63,59
6470,,,,,,,,,,,,65,75,68
6471,,,,,,,,,,,,41,37,30
6472,,,,,,,,,,,,89,73,76
6473,,,,,,,,,,,,87,80,78
6474,,,,,,,,,,,,71,75,79
6475,,,,,,,,,,,,65,49,54
6476,,,,,,,,,,,,73,75,63
6477,,,,,,,,,,,,72,69,68
6478,,,,,,,,,,,,42,60,55
6479,,,,,,,,,,,,55,61,51
6480,,,,,,,,,,,,78,66,62
6481,,,,,,,,,,,,37,49,46
6482,,,,,,,,,,,,84,79,75
6483,,,,,,,,,,,,71,76,65
6484,,,,,,,,,,,,51,56,55
6485,,,,,,,,,,,,49,53,55
6486,,,,,,,,,,,,72,72,66
6487,,,,,,,,,,,,55,49,41
6488,,,,,,,,,,,,61,59,63
6489,,,,,,,,,,,,75,82,85
6490,,,,,,,,,,,,63,81,74
6491,,,,,,,,,,,,68,60,68
6492,,,,,,,,,,,,61,89,90
6493,,,,,,,,,,,,79,71,70
6494,,,,,,,,,,,,90,78,78
6495,,,,,,,,,,,,59,67,63
6496,,,,,,,,,,,,49,63,70
6497,,,,,,,,,,,,69,77,72
6498,,,,,,,,,,,,87,85,82
6499,,,,,,,,,,,,55,66,71
6500,,,,,,,,,,,,69,76,77
6501,,,,,,,,,,,,75,71,67
6502,,,,,,,,,,,,55,67,71
6503,,,,,,,,,,,,59,76,64
6504,,,,,,,,,,,,30,33,30
6505,,,,,,,,,,,,88,91,94
6506,,,,,,,,,,,,86,75,78
6507,,,,,,,,,,,,35,52,50
6508,,,,,,,,,,,,45,41,40
6509,,,,,,,,,,,,64,74,72
6510,,,,,,,,,,,,65,64,64
6511,,,,,,,,,,,,72,78,77
6512,,,,,,,,,,,,51,64,64
6513,,,,,,,,,,,,63,65,70
6514,,,,,,,,,,,,56,57,61
6515,,,,,,,,,,,,48,64,61
6516,,,,,,,,,,,,69,79,80
6517,,,,,,,,,,,,35,45,47
6518,,,,,,,,,,,,58,59,58
6519,,,,,,,,,,,,86,90,89
6520,,,,,,,,,,,,81,82,77
6521,,,,,,,,,,,,67,55,52
6522,,,,,,,,,,,,82,81,83
6523,,,,,,,,,,,,67,75,73
6524,,,,,,,,,,,,51,63,70
6525,,,,,,,,,,,,60,63,66
6526,,,,,,,,,,,,39,49,49
6527,,,,,,,,,,,,78,59,68
6528,,,,,,,,,,,,65,67,59
6529,,,,,,,,,,,,55,50,50
6530,,,,,,,,,,,,76,85,86
6531,,,,,,,,,,,,69,82,80
6532,,,,,,,,,,,,77,98,100
6533,,,,,,,,,,,,47,57,59
6534,,,,,,,,,,,,62,67,73
6535,,,,,,,,,,,,76,76,72
6536,,,,,,,,,,,,77,62,64
6537,,,,,,,,,,,,65,74,75
6538,,,,,,,,,,,,56,59,55
6539,,,,,,,,,,,,70,77,77
6540,,,,,,,,,,,,73,71,61
6541,,,,,,,,,,,,74,82,80
6542,,,,,,,,,,,,66,68,60
6543,,,,,,,,,,,,65,50,61
6544,,,,,,,,,,,,64,70,62
6545,,,,,,,,,,,,80,94,91
6546,,,,,,,,,,,,91,80,84
6547,,,,,,,,,,,,75,86,88
6548,,,,,,,,,,,,61,67,64
6549,,,,,,,,,,,,73,81,84
6550,,,,,,,,,,,,51,61,63
6551,,,,,,,,,,,,75,68,66
6552,,,,,,,,,,,,65,60,62
6553,,,,,,,,,,,,81,80,82
6554,,,,,,,,,,,,57,65,61
6555,,,,,,,,,,,,72,77,71
6556,,,,,,,,,,,,51,46,45
6557,,,,,,,,,,,,79,91,95
6558,,,,,,,,,,,,33,47,39
6559,,,,,,,,,,,,78,93,88
6560,,,,,,,,,,,,47,38,44
6561,,,,,,,,,,,,71,57,61
6562,,,,,,,,,,,,44,45,46
6563,,,,,,,,,,,,73,87,81
6564,,,,,,,,,,,,91,86,77
6565,,,,,,,,,,,,72,68,59
6566,,,,,,,,,,,,95,79,87
6567,,,,,,,,,,,,58,51,47
6568,,,,,,,,,,,,45,56,57
6569,,,,,,,,,,,,63,62,56
6570,,,,,,,,,,,,60,58,62
6571,,,,,,,,,,,,52,52,48
6572,,,,,,,,,,,,69,73,64
6573,,,,,,,,,,,,73,67,74
6574,,,,,,,,,,,,25,35,40
6575,,,,,,,,,,,,51,58,55
6576,,,,,,,,,,,,73,71,68
6577,,,,,,,,,,,,43,40,35
6578,,,,,,,,,,,,75,85,81
6579,,,,,,,,,,,,61,71,69
6580,,,,,,,,,,,,71,92,92
6581,,,,,,,,,,,,58,54,47
6582,,,,,,,,,,,,52,58,50
6583,,,,,,,,,,,,78,71,66
6584,,,,,,,,,,,,74,72,73
6585,,,,,,,,,,,,49,63,67
6586,,,,,,,,,,,,57,59,57
6587,,,,,,,,,,,,58,44,38
6588,,,,,,,,,,,,63,64,59
6589,,,,,,,,,,,,69,84,78
6590,,,,,,,,,,,,65,82,84
6591,,,,,,,,,,,,48,51,45
6592,,,,,,,,,,,,60,67,71
6593,,,,,,,,,,,,54,53,50
6594,,,,,,,,,,,,60,73,75
6595,,,,,,,,,,,,82,85,91
6596,,,,,,,,,,,,75,72,64
6597,,,,,,,,,,,,57,73,65
6598,,,,,,,,,,,,73,94,97
6599,,,,,,,,,,,,61,65,68
6600,,,,,,,,,,,,58,50,43
6601,,,,,,,,,,,,86,88,89
6602,,,,,,,,,,,,59,65,60
6603,,,,,,,,,,,,81,79,79
6604,,,,,,,,,,,,89,92,85
6605,,,,,,,,,,,,69,87,89
6606,,,,,,,,,,,,71,78,79
6607,,,,,,,,,,,,100,93,89
6608,,,,,,,,,,,,76,61,66
6609,,,,,,,,,,,,52,62,50
6610,,,,,,,,,,,,67,54,62
6611,,,,,,,,,,,,86,90,83
6612,,,,,,,,,,,,67,64,61
6613,,,,,,,,,,,,58,68,72
6614,,,,,,,,,,,,69,79,70
6615,,,,,,,,,,,,49,58,58
6616,,,,,,,,,,,,89,83,77
6617,,,,,,,,,,,,69,78,72
6618,,,,,,,,,,,,76,79,81
6619,,,,,,,,,,,,85,91,80
6620,,,,,,,,,,,,80,92,83
6621,,,,,,,,,,,,57,79,74
6622,,,,,,,,,,,,66,79,85
6623,,,,,,,,,,,,54,66,63
